"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10"
"1",1.10940474418252,1.15029651871076,0.517487523269764,3.15550520636627,2.95327296339816,1.74030803225886,0.303078892688303,-0.311941619368902,0.548017116261317,0.649708944030204,0.49610115804332,1.48456953165178,2.3593532358962,0.662549195107677,1.10824495666259,1.15089166087349,2.04266765717581,0.248837437969323,0.493901772835031,-0.198523071183261
"2",-0.508001357525562,-3.19822635968772,-1.49273128308802,0.929545302677602,0.7130619686258,-2.50478876731644,-1.06047801054884,-0.418873840093369,-1.73465972382066,-1.88502516240717,-0.655294642601186,-1.62261072244907,0.381838750821194,1.25701864911416,0.326091042415839,0.887701342618383,1.53352717094061,0.893807312671367,-1.0726555187833,-1.45335259860266
"3",-1.53684529004485,0.34715399728402,-1.62712032000266,-0.718324863041468,-1.31041471415852,-1.99733455401363,-1.35180403474536,-0.942816346394899,-0.0935961464487149,2.67087718188117,-1.05471286618846,0.441165475795103,-1.55494276080324,-0.303188247704826,-1.08334039991324,-0.995905743546323,-1.61168673803195,-1.210481781126,0.69809939233666,0.650386730212608
"4",0.453453915883904,-0.204030854462485,1.00937539266986,1.13273585211348,0.280705847809038,-0.541724031953933,2.24321016456206,0.673299815085043,0.196926847160332,1.97378496082422,-1.30802944457699,-0.829057148688169,-2.40293256927039,-2.51217879528024,-1.42216489156987,-1.09007551301567,0.159892079062099,-1.02377445498595,-0.80062774058634,-1.50681545887054
"5",-1.02832542407388,-2.63594013186656,-3.06288435117422,-0.573199891808063,0.771765348745591,-3.96756495408629,-1.37457315462159,-1.12499223664796,-0.0610379554252617,-2.00047862664563,0.408050452307169,-1.04261505325762,0.382107448105278,-1.33756362391114,-0.913934094384543,-0.674212446471878,-1.47548895253858,-2.30898744568984,-3.34123889349141,-1.09597010001569
"6",0.136907860002015,-1.32632980713886,-0.933721378138033,-2.32473068412469,-1.59928602203994,-0.703826778432157,-2.08841032673414,-2.27488456095144,0.115250343132195,1.17765356692444,-0.296120493242289,-0.693324742589144,-0.748055127126707,-1.36730179669407,-1.88238776616385,-0.524055746926776,-1.28855973358755,-0.822560286917927,-1.34705973557336,-0.343176933088146
"7",-1.83529536463821,-0.663296452873892,2.60190604822512,-0.0216559094706023,-0.361850992764952,-1.39892752292826,-1.7369895194545,-1.44519100005004,-0.355796437401437,-0.244215602985024,-1.96432334912127,0.607076469423745,0.690274531063773,2.55931817071428,1.4656456865612,-1.32163698244734,-0.113534280140659,-0.967291290745467,0.118329421898107,1.98480353875756
"8",1.77159002344788,0.1421134296031,-1.42468498113072,-1.42428407481119,-1.40506990244408,-1.80317235123074,-2.11464653887227,-2.30735829746007,-0.00226817145921165,-3.71851983594843,0.899388838382583,-0.68547530628377,-1.07751128847845,0.728056214628346,-0.291627901927857,0.205386946201692,-0.366996635610601,-1.24014407839448,-1.99310427764494,-2.25086241070804
"9",-1.37489828696769,-0.461744531316088,1.15809969704039,-0.732062912918751,2.68703149358838,1.21224632814308,-1.62229147152851,-0.166736169290188,-0.552582828247116,0.765194887814074,-1.31464185500175,0.445293534191311,-1.11111416090006,-1.59684114991715,-1.04573581363649,0.053063207973059,0.819692585951808,0.111894099784258,-1.53825169912839,-0.529009626477509
"10",0.0817470569708251,1.73349777523393,-1.10960581145361,0.507395452233987,-0.238971601198311,0.154332984292276,1.28536495201513,0.766649212673371,-0.187648998154958,0.248005349278696,-1.03495834951412,-0.9945678501901,-0.719323752536844,-0.283254880063137,-2.0550084116515,0.376534814248954,0.521901496627353,-1.55136494681524,-1.3560244044342,0.120321536977707
